"Nro Patrimônio";"Patr Antigo";"Descrição Bem";"Conta Contábil";"Marca";"Modelo";"Nr Serie";"Sit Física";"Localização";"Data Aquisição";"Valor";"Observações"
"00116001";"";"Televisor LCD 42 pol";"44600000 - Equip. Comunicação";"LG";"";"00116001";"BOM";"77a CIPM";"2013-11-26";"1585.67";"Patr.Ant: 00142367 | SIAP 09/06/2026"
"00116002";"";"Televisor LCD 42 pol";"44600000 - Equip. Comunicação";"LG";"";"00116002";"BOM";"77a CIPM";"2013-11-26";"1585.67";"Patr.Ant: 00142368 | SIAP 09/06/2026"
"00116003";"";"Televisor LCD 42 pol";"44600000 - Equip. Comunicação";"LG";"";"00116003";"BOM";"77a CIPM";"2013-11-26";"1585.67";"Patr.Ant: 00142369 | SIAP 09/06/2026"
"00131193";"";"Console Veicular MVC 6000 Terminal Trunking Movel Digital TETRA KIT Bluetooth";"44600000 - Equip. Comunicação";"TELTRONIC";"";"00131193";"BOM";"77a CIPM";"2015-02-19";"17895.15";"Patr.Ant: 00148202 | SIAP 09/06/2026"
"00135572";"";"Televisor LED 32 pol";"44600000 - Equip. Comunicação";"AOC";"";"00135572";"BOM";"77a CIPM";"2015-02-25";"900.0";"SIAP 09/06/2026"
"00152437";"";"Caixa Amplificada de Som 80NW";"44600000 - Equip. Comunicação";"FRAHM";"";"00152437";"BOM";"77a CIPM";"2017-11-28";"649.9";"SIAP 09/06/2026"
"00164632";"";"Projetor de Multimidia";"44600000 - Equip. Comunicação";"BENQ";"";"00164632";"BOM";"77a CIPM";"2019-02-11";"2799.0";"SIAP 09/06/2026"
"00164691";"";"Microfone Sem Fio Duplo de Mao";"44600000 - Equip. Comunicação";"QUANTA";"";"00164691";"BOM";"77a CIPM";"2019-02-08";"736.1";"SIAP 09/06/2026"
"00178359";"";"Televisor Smart TV LED 55pol UHD 4K";"44600000 - Equip. Comunicação";"PHILIPS";"";"00178359";"BOM";"77a CIPM";"2022-04-18";"3173.0";"SIAP 09/06/2026"
"00178414";"";"Televisor Smart TV LED 43pol Full HD Wifi USB HDMI";"44600000 - Equip. Comunicação";"AOC";"";"00178414";"BOM";"77a CIPM";"2022-06-01";"1748.99";"SIAP 09/06/2026"
"00232671";"";"Televisor Smart TV LED 43pol LCD/LED Bivolt - Serie A2";"44600000 - Equip. Comunicação";"SEMP TOSHIBA";"";"00232671";"BOM";"77a CIPM";"2024-10-16";"1391.16";"SIAP 09/06/2026"
"00111701";"";"Impressora Laser LED A4 Duplex Preta M16MB";"44500000 - Equip. Processamento de Dados";"HP";"";"00111701";"BOM";"77a CIPM";"2013-08-31";"1640.0";"SIAP 09/06/2026"
"00121121";"";"Microcomputador Core i5 UDP Intel 3470 8GB 500GB Monitor LED 20pol";"44500000 - Equip. Processamento de Dados";"DATEN";"";"00121121";"BOM";"77a CIPM";"2014-07-08";"2453.3";"SIAP 09/06/2026"
"00121122";"";"Microcomputador Core i5 UDP Intel 3470 8GB 500GB Monitor LED 20pol";"44500000 - Equip. Processamento de Dados";"DATEN";"";"00121122";"BOM";"77a CIPM";"2014-07-08";"2453.3";"SIAP 09/06/2026"
"00122642";"";"Microcomputador Core i5 Monitor LED 20pol 500GB 8GB";"44500000 - Equip. Processamento de Dados";"";"";"00122642";"BOM";"77a CIPM";"2014-08-29";"2453.3";"SIAP 09/06/2026"
"00122643";"";"Microcomputador Core i5 Monitor LED 20pol 500GB 8GB";"44500000 - Equip. Processamento de Dados";"";"";"00122643";"BOM";"77a CIPM";"2014-08-29";"2453.3";"SIAP 09/06/2026"
"00126574";"";"Scanner de Mesa A4 e Oficio";"44500000 - Equip. Processamento de Dados";"AVISION";"";"00126574";"BOM";"77a CIPM";"2014-11-18";"1259.66";"SIAP 09/06/2026"
"00127438";"";"Microcomputador Portatil Notebook Modelo 80AU";"44500000 - Equip. Processamento de Dados";"LENOVO";"";"00127438";"BOM";"77a CIPM";"2014-12-19";"3066.66";"SIAP 09/06/2026"
"00129053";"";"Microcomputador Core i5 LI PLUS com Teclado e Mouse";"44500000 - Equip. Processamento de Dados";"LI PLUS";"";"00129053";"BOM";"77a CIPM";"2014-12-19";"2789.47";"SIAP 09/06/2026"
"00129252";"";"Microcomputador Core i5 LI PLUS com Teclado e Mouse";"44500000 - Equip. Processamento de Dados";"LI PLUS";"";"00129252";"BOM";"77a CIPM";"2014-12-19";"2789.47";"SIAP 09/06/2026"
"00133248";"";"Microcomputador Portatil Notebook ProBook 6455B Core i5 com Maleta";"44500000 - Equip. Processamento de Dados";"HP";"";"00133248";"BOM";"77a CIPM";"2014-12-17";"2937.35";"SIAP 09/06/2026"
"00146628";"";"Microcomputador Desktop 3.5GHz 16GB 500GB Win8.1 Monitor LED 20pol";"44500000 - Equip. Processamento de Dados";"LI PLUS";"";"00146628";"BOM";"77a CIPM";"2016-06-17";"3862.81";"SIAP 09/06/2026"
"00146629";"";"Microcomputador Desktop 3.5GHz 16GB 500GB Win8.1 Monitor LED 20pol";"44500000 - Equip. Processamento de Dados";"LI PLUS";"";"00146629";"BOM";"77a CIPM";"2016-06-17";"3862.81";"SIAP 09/06/2026"
"00146630";"";"Microcomputador Desktop 3.5GHz 16GB 500GB Win8.1 Monitor LED 20pol";"44500000 - Equip. Processamento de Dados";"LI PLUS";"";"00146630";"BOM";"77a CIPM";"2016-06-17";"3862.81";"SIAP 09/06/2026"
"00146631";"";"Microcomputador Desktop 3.5GHz 16GB 500GB Win8.1 Monitor LED 20pol";"44500000 - Equip. Processamento de Dados";"LI PLUS";"";"00146631";"BOM";"77a CIPM";"2016-06-17";"3862.81";"SIAP 09/06/2026"
"00157828";"";"Disco Rigido HD Portatil 1TB";"44500000 - Equip. Processamento de Dados";"SEAGATE";"";"00157828";"BOM";"77a CIPM";"2018-01-09";"251.0";"SIAP 09/06/2026"
"00166908";"";"Microcomputador Processador com Monitor Teclado Mouse";"44500000 - Equip. Processamento de Dados";"";"";"00166908";"BOM";"77a CIPM";"2019-11-28";"2970.0";"SIAP 09/06/2026"
"00175408";"";"Monitor de Video Colorido LED 20pol E2050SDA";"44500000 - Equip. Processamento de Dados";"AOC";"";"00175408";"REGULAR";"77a CIPM";"2022-03-31";"292.16";"Patr.Ant: 00064183 | SIAP 09/06/2026"
"00175410";"";"Monitor de Video Colorido LED 20pol E2050SDA";"44500000 - Equip. Processamento de Dados";"AOC";"";"00175410";"REGULAR";"77a CIPM";"2022-03-31";"292.16";"Patr.Ant: 00064502 | SIAP 09/06/2026"
"00175414";"";"Microcomputador Core i5 500GB 8GB 3.30GHz Serie 138879";"44500000 - Equip. Processamento de Dados";"LOGIN";"";"00175414";"REGULAR";"77a CIPM";"2022-03-31";"1548.78";"Patr.Ant: 00065158 | SIAP 09/06/2026"
"00175888";"";"Microcomputador Processador Master D48 com Monitor LED";"44500000 - Equip. Processamento de Dados";"POSITIVO";"";"00175888";"BOM";"77a CIPM";"2022-09-15";"473.07";"Patr.Ant: 00187674 | SIAP 09/06/2026"
"00175889";"";"Microcomputador Processador Master D48 com Monitor LED";"44500000 - Equip. Processamento de Dados";"POSITIVO";"";"00175889";"BOM";"77a CIPM";"2022-09-15";"473.07";"Patr.Ant: 00186881 | SIAP 09/06/2026"
"00175890";"";"Microcomputador Processador Master D48 com Monitor LED";"44500000 - Equip. Processamento de Dados";"POSITIVO";"";"00175890";"BOM";"77a CIPM";"2022-09-15";"473.07";"Patr.Ant: 00186928 | SIAP 09/06/2026"
"00175891";"";"Microcomputador Processador Master D48 com Monitor LED";"44500000 - Equip. Processamento de Dados";"POSITIVO";"";"00175891";"BOM";"77a CIPM";"2022-09-15";"473.07";"Patr.Ant: 00186929 | SIAP 09/06/2026"
"00175892";"";"Microcomputador Processador Master D48 com Monitor LED";"44500000 - Equip. Processamento de Dados";"POSITIVO";"";"00175892";"BOM";"77a CIPM";"2022-09-15";"473.07";"Patr.Ant: 00186961 | SIAP 09/06/2026"
"00175893";"";"Microcomputador Processador Master D48 com Monitor LED";"44500000 - Equip. Processamento de Dados";"POSITIVO";"";"00175893";"BOM";"77a CIPM";"2022-09-15";"473.1";"Patr.Ant: 00187132 | SIAP 09/06/2026"
"00185087";"";"Microcomputador Netbook Processador 10a Geracao Quad Core";"44500000 - Equip. Processamento de Dados";"DELL";"";"00185087";"BOM";"77a CIPM";"2023-01-06";"6490.0";"Patr.Ant: 00230075 | SIAP 09/06/2026"
"00187893";"";"Microcomputador Processador SFF com Monitor Teclado Mouse";"44500000 - Equip. Processamento de Dados";"";"";"00187893";"BOM";"77a CIPM";"2022-12-19";"3683.99";"SIAP 09/06/2026"
"00190024";"";"CPU Microcomputador Compaq 8200 Elite - Serie BRG221FKQ0";"44500000 - Equip. Processamento de Dados";"HP";"";"00190024";"BOM";"77a CIPM";"2023-02-09";"159.91";"SIAP 09/06/2026"
"00190028";"";"CPU Microcomputador Compaq 8200 Elite - Serie BRG221FKMT";"44500000 - Equip. Processamento de Dados";"HP";"";"00190028";"BOM";"77a CIPM";"2023-02-09";"159.91";"SIAP 09/06/2026"
"00196141";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196141";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196142";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196142";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196143";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196143";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196144";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196144";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196145";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196145";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196146";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196146";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196147";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196147";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196148";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196148";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196149";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196149";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00196150";"";"Microcomputador Core i5 4GB";"44500000 - Equip. Processamento de Dados";"";"";"00196150";"BOM";"77a CIPM";"2023-08-11";"1152.0";"SIAP 09/06/2026"
"00220480";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220480";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220481";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220481";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220482";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220482";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220483";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220483";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220484";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220484";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220485";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220485";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220486";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220486";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220487";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220487";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220488";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220488";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220489";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220489";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220490";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220490";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220491";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220491";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220492";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220492";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00220493";"";"Microcomputador Desktop Basico R5 4600G 8GB SSD Monitor 21.5pol Full HD";"44500000 - Equip. Processamento de Dados";"GIGAPC";"";"00220493";"BOM";"77a CIPM";"2023-12-06";"3227.32";"SIAP 09/06/2026"
"00131107";"";"Bicicleta para Policiamento Ostensivo Aro 26 Aco Carbono";"44200000 - Veículos";"";"";"00131107";"BOM";"77a CIPM";"2015-01-14";"600.0";"Placa: | Chassi: | RENAVAM: | Motor: | AnoFab: | AnoMod: | Cor: | Combustivel: | SIAP 09/06/2026"
"00131108";"";"Bicicleta para Policiamento Ostensivo Aro 26 Aco Carbono";"44200000 - Veículos";"";"";"00131108";"BOM";"77a CIPM";"2015-01-14";"600.0";"Placa: | Chassi: | RENAVAM: | Motor: | AnoFab: | AnoMod: | Cor: | Combustivel: | SIAP 09/06/2026"
"00133063";"";"Viatura Policial Tipo Furgao Base Movel";"44200000 - Veículos";"MERCEDES BENZ";"515CDISPRINTERF";"OZU8617";"BOM";"77a CIPM";"2014-12-11";"190650.0";"Placa:OZU8617 | Chassi:8AC906655EE097887 | RENAVAM:1035807456 | Motor:651955W0035962 | AnoFab:2014 | AnoMod:2014 | Cor:Azul | Combustivel:Diesel | SIAP 09/06/2026"
"00144165";"";"Veiculo Viatura Policial City";"44200000 - Veículos";"VOLKSWAGEM";"VOYAGE TL MB S";"PJQ9827";"BOM";"77a CIPM";"2016-07-21";"41960.0";"Placa:PJQ9827 | Chassi:9BWDB45U5FT069925 | RENAVAM:1069044870 | Motor:CCRT48184 | AnoFab:2014 | AnoMod:2015 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00148353";"";"Veiculo Viatura Policial";"44200000 - Veículos";"FORD";"KA SE 1.5 HA B";"PKF7775";"BOM";"77a CIPM";"2017-01-02";"46700.0";"Placa:PKF7775 | Chassi:9BFZH55J6H8396615 | RENAVAM:01103940250 | Motor:U2KAH8396615 | AnoFab:2016 | AnoMod:2017 | Cor:Prata | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00148386";"";"Veiculo Viatura Policial";"44200000 - Veículos";"FIAT";"WEEKEND ADVENTURE";"PKE1688";"BOM";"77a CIPM";"2017-01-05";"66400.0";"Placa:PKE1688 | Chassi:9BD37417SG5093074 | RENAVAM:01103392856 | Motor:370A00113025273 | AnoFab:2016 | AnoMod:2016 | Cor:Prata | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00148392";"";"Veiculo Viatura Policial";"44200000 - Veículos";"FIAT";"WEEKEND ADVENTURE";"PKE9700";"REGULAR";"77a CIPM";"2017-01-05";"66400.0";"Placa:PKE9700 | Chassi:9BD37417SG5093133 | RENAVAM:01103397734 | Motor:370A00113037273 | AnoFab:2016 | AnoMod:2016 | Cor:Prata | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00151119";"";"Veiculo Viatura Policial";"44200000 - Veículos";"FORD";"KA SE 1.5 HA B";"PKE0195";"BOM";"77a CIPM";"2016-09-13";"51556.1";"Placa:PKE0195 | Chassi:9BFZH54J3H8391051 | RENAVAM:01101874497 | Motor:U2KAH8391051 | AnoFab:2016 | AnoMod:2017 | Cor:Prata | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00159626";"";"Motocicleta Viatura Policial";"44200000 - Veículos";"HONDA";"XRE 300";"PKW3443";"BOM";"77a CIPM";"2017-12-13";"24388.28";"Placa:PKW3443 | Chassi:9C2ND1120HR001701 | RENAVAM:1143094422 | Motor:ND11E2H001705 | AnoFab:2017 | AnoMod:2017 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00160449";"";"Veiculo Viatura Policial";"44200000 - Veículos";"FIAT";"WEEKEND ADVENTURE";"PKY8406";"BOM";"77a CIPM";"2017-12-21";"72270.0";"Placa:PKY8406 | Chassi:9BD37417DJ5100341 | RENAVAM:1147518910 | Motor:370A00113194669 | AnoFab:2017 | AnoMod:2018 | Cor:Prata | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00160760";"";"Veiculo Viatura Policial";"44200000 - Veículos";"FORD";"RANGER XL CD4 22C";"PKZ9505";"BOM";"77a CIPM";"2017-12-27";"131900.0";"Placa:PKZ9505 | Chassi:A8FAR23N2JJ057348 | RENAVAM:1150007777 | Motor:QJ2UJJ057348 | AnoFab:2017 | AnoMod:2018 | Cor:Branca | Combustivel:Diesel | SIAP 09/06/2026"
"00164148";"";"Motocicleta Viatura Policial";"44200000 - Veículos";"HONDA";"XRE 300";"PLJ6440";"BOM";"77a CIPM";"2018-12-05";"24388.28";"Placa:PLJ6440 | Chassi:9C2ND1120JR002506 | RENAVAM:1175333376 | Motor:ND11E2J002511 | AnoFab:2018 | AnoMod:2018 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00164149";"";"Motocicleta Viatura Policial";"44200000 - Veículos";"HONDA";"XRE 300";"PLJ2345";"BOM";"77a CIPM";"2018-12-05";"24388.28";"Placa:PLJ2345 | Chassi:9C2ND1120JR002528 | RENAVAM:1175329816 | Motor:ND11E2J002537 | AnoFab:2018 | AnoMod:2018 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00169725";"";"Veiculo Viatura Policial";"44200000 - Veículos";"FORD";"ECOSPORT SE AT 1.5";"RCX8D52";"BOM";"77a CIPM";"2020-12-02";"65400.0";"Placa:RCX8D52 | Chassi:9BFZB55S2M8846491 | RENAVAM:1248677614 | Motor:Y2JCM8846491 | AnoFab:2020 | AnoMod:2021 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00169748";"";"Motocicleta Viatura Policial";"44200000 - Veículos";"HONDA";"XRE 300";"RCX0C51";"BOM";"77a CIPM";"2020-12-02";"25312.0";"Placa:RCX0C51 | Chassi:9C2ND1120LR006368 | RENAVAM:1248438709 | Motor:ND11E2L006379 | AnoFab:2020 | AnoMod:2020 | Cor:Cinza | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00169767";"";"Motocicleta Viatura Policial";"44200000 - Veículos";"HONDA";"XRE 300";"RCX0J29";"BOM";"77a CIPM";"2020-12-02";"25312.0";"Placa:RCX0J29 | Chassi:9C2ND1120LR006333 | RENAVAM:1248435955 | Motor:ND11E2L006344 | AnoFab:2020 | AnoMod:2020 | Cor:Cinza | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00169821";"";"Motocicleta Viatura Policial";"44200000 - Veículos";"HONDA";"XRE 300";"RCX2G63";"BOM";"77a CIPM";"2020-12-02";"25312.0";"Placa:RCX2G63 | Chassi:9C2ND1120LR006087 | RENAVAM:1248421350 | Motor:ND11E2L006022 | AnoFab:2020 | AnoMod:2020 | Cor:Cinza | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00226207";"";"Motocicleta Viatura Policial";"44200000 - Veículos";"YAMAHA";"LANDER XTZ 250";"SJX9F85";"BOM";"77a CIPM";"2024-02-29";"34200.0";"Placa:SJX9F85 | Chassi:9C6DG3320R0132962 | RENAVAM:01389856159 | Motor:G3C4E-157885 | AnoFab:2024 | AnoMod:2024 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00230629";"";"Veiculo Viatura Policial";"44200000 - Veículos";"CHEVROLET";"TRAILBLAZER LT D4A";"SSM7B76";"BOM";"77a CIPM";"2024-11-01";"348600.0";"Patr.Ant: 00239722 | Placa:SSM7B76 | Chassi:9BG156FK0RC419736 | RENAVAM:1403793929 | Motor:FK0RC419736 | AnoFab:2023 | AnoMod:2024 | Cor:Bege | Combustivel:Diesel | SIAP 09/06/2026"
"00235268";"";"Viatura Policial Tipo Furgao Base Movel";"44200000 - Veículos";"FORD";"TRANSIT 350 F";"TGR6B76";"BOM";"77a CIPM";"2025-03-14";"274000.0";"Placa:TGR6B76 | Chassi:WF0BTTVD2SU017369 | RENAVAM:1433673298 | Motor:SU017369 | AnoFab:2025 | AnoMod:2025 | Cor:Branca | Combustivel:Diesel | SIAP 09/06/2026"
"00241884";"";"Veiculo Viatura Policial";"44200000 - Veículos";"RENAULT";"DUSTER INTP MT";"THH6J35";"BOM";"77a CIPM";"2026-01-12";"201636.43";"Patr.Ant: 00242996 | Placa:THH6J35 | Chassi:93YHJD20XTJ356720 | RENAVAM:1466908138 | Motor:H4MK745Q015282 | AnoFab:2025 | AnoMod:2025 | Cor:Preta | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"00241892";"";"Veiculo Viatura Policial";"44200000 - Veículos";"RENAULT";"DUSTER INTP MT";"THH5F88";"BOM";"77a CIPM";"2026-01-13";"201636.43";"Patr.Ant: 00243005 | Placa:THH5F88 | Chassi:93YHJD208TJ356733 | RENAVAM:1466908472 | Motor:H4MK745Q015955 | AnoFab:2025 | AnoMod:2025 | Cor:Preta | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00003720";"";"Veiculo Viatura Policial";"44200000 - Veículos";"FORD";"FIESTA";"DYC8440";"BOM";"77a CIPM";"2013-01-29";"24000.0";"Placa:DYC8440 | Chassi:9BFZF20A288231883 | RENAVAM:954713281 | Motor:SMJA822319936 | AnoFab:2008 | AnoMod:2008 | Cor:Prata | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00003846";"";"Veiculo Viatura Policial";"44200000 - Veículos";"GM";"CORSA SEDAN PREMIUM";"NFN7725";"REGULAR";"77a CIPM";"2013-04-30";"11592.0";"Placa:NFN7725 | Chassi:9BGXM19005B276583 | RENAVAM:862611717 | Motor:A20036410 | AnoFab:2005 | AnoMod:2005 | Cor:Prata | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00003847";"";"Veiculo Viatura Policial";"44200000 - Veículos";"VOLKSWAGEM";"GOL 1.6 POWER";"AMS1564";"REGULAR";"77a CIPM";"2013-10-10";"10389.6";"Placa:AMS1564 | Chassi:9BWCB05X35P120571 | RENAVAM:853795894 | Motor: | AnoFab:2005 | AnoMod:2005 | Cor:Prata | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00004319";"";"Veiculo Viatura Policial Maxx";"44200000 - Veículos";"GM";"MERIVA";"KHH1676";"REGULAR";"77a CIPM";"2015-01-26";"26121.96";"Placa:KHH1676 | Chassi:9BGXH75G08C735009 | RENAVAM:973553782 | Motor:N20052101 | AnoFab:2008 | AnoMod:2008 | Cor:Cinza | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00005870";"";"Veiculo Viatura Policial";"44200000 - Veículos";"VOLKSWAGEM";"JETTA";"NZH4413";"BOM";"77a CIPM";"2017-05-04";"30000.0";"Placa:NZH4413 | Chassi:3VWBJ2168CM009161 | RENAVAM:372661726 | Motor:CKJ006214 | AnoFab:2011 | AnoMod:2012 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00008656";"";"Veiculo Viatura Policial";"44200000 - Veículos";"GM";"S10 LS DD4";"RPV7I81";"BOM";"77a CIPM";"2023-07-15";"252759.0";"Placa:RPV7I81 | Chassi:9BG148DK0PC424206 | RENAVAM:1346913681 | Motor:LWNF222571023 | AnoFab:2022 | AnoMod:2023 | Cor:Branca | Combustivel:Diesel | SIAP 09/06/2026"
"Y00008735";"";"Veiculo Viatura Policial";"44200000 - Veículos";"NISSAN";"VERSA SENSE CVT";"FND1J21";"BOM";"77a CIPM";"2024-01-24";"32816.0";"Placa:FND1J21 | Chassi:94DBCAN17HB119140 | RENAVAM:1124752959 | Motor:HR16104322T | AnoFab:2017 | AnoMod:2017 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00009227";"";"Veiculo Viatura Policial";"44200000 - Veículos";"CHEVROLET";"S10 WT DD4";"TGV7D66";"BOM";"77a CIPM";"2025-07-17";"303586.2";"Placa:TGV7D66 | Chassi:9BG1481K0TC405743 | RENAVAM:1442477056 | Motor:LWNF251351154 | AnoFab:2025 | AnoMod:2025 | Cor:Branca | Combustivel:Diesel | SIAP 09/06/2026"
"Y00009292";"";"Veiculo Viatura Policial";"44200000 - Veículos";"RENAULT";"DUSTER 1.6L";"TGW5C79";"BOM";"77a CIPM";"2025-07-18";"197345.1";"Placa:TGW5C79 | Chassi:93YHJD205TJ263359 | RENAVAM:1445601483 | Motor:H4MK745Q007798 | AnoFab:2025 | AnoMod:2025 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00009293";"";"Veiculo Viatura Policial";"44200000 - Veículos";"RENAULT";"DUSTER 1.6L";"TGW0B22";"BOM";"77a CIPM";"2025-07-18";"197345.1";"Placa:TGW0B22 | Chassi:93YHJD206TJ263354 | RENAVAM:1445601807 | Motor:H4MK745Q007270 | AnoFab:2025 | AnoMod:2025 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00009295";"";"Veiculo Viatura Policial";"44200000 - Veículos";"RENAULT";"DUSTER 1.6L";"TGW0H54";"BOM";"77a CIPM";"2025-07-18";"197345.1";"Placa:TGW0H54 | Chassi:93YHJD200TJ307235 | RENAVAM:1445614542 | Motor:H4MK745Q009824 | AnoFab:2025 | AnoMod:2025 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
"Y00009314";"";"Veiculo Viatura Policial";"44200000 - Veículos";"RENAULT";"DUSTER 1.6L";"TGW0B90";"BOM";"77a CIPM";"2025-07-18";"197345.1";"Placa:TGW0B90 | Chassi:93YHJD205TJ263314 | RENAVAM:1445577329 | Motor:H4MK745Q007198 | AnoFab:2025 | AnoMod:2025 | Cor:Branca | Combustivel:Alcool/Gasolina | SIAP 09/06/2026"
